SHOT_INDEX
1
13
114
140
142
204
206
255
258
409
411
604
606
613
641
642
643
644
645
646
647
648
649
650
695
696
704
728
754
755
756
757
758
759
774
803
805
806
845
846
851
865
866
867
868
869
877
878
879
880
881
882
1369
1404
1554
1556
1608
1610
1698
1700
1763
1765
1884
1886
1951
1953
1986
1988
2143
2145
2412
2414
2575
2577
2597
2599
2689
2867
2907
2911
2928
2951
2952
2959
2961
3020
3067
3096
3103
3104
3106
3110
3114
3119
3120
3122
3143
3146
3154
3155
3156
3158
3159
3162
3163
3167
3190
3191
3195
3198
3200
3259
3271
3330
3335
3342
3343
3345
3385
3387
3470
3472
3528
3529
3530
3531
3532
3534
3536
3543
3545
3615
3617
3718
3720
3720
3721
3722
3723
3724
3730
3736
3737
3740
3742
3745
3748
3749
3756
3759
3798
3821
3823
3881
3925
3931
3933
4148
4150
4248
4250
4301
4303
4574
4576
4809
4811
4848
4849
4856
4857
4861
4871
4872
4885
4887
4995
4997
5011
5061
5063
5104
5106
5277
5279
5601
5662
5663
5664
5668
5669
5711
5713
5751
5753
5793
5795
5866
5868
5924
5926
6045
6047
6062
6106
6107
6245
6247
6437
6439
6468
6470
6517
6519
6560
6562
6601
6603
6689
6691
6708
6874
6876
6962
6964
7035
7037
7071
7073
7105
7107
7188
7190
7253
7255
7291
7293
7500
7502
7523
7525
7564
7566
7671
7673
7713
7715
7731
7733
7797
7799
7834
7836
7858
7860
7888
7890
7998
8000
8026
8028
8061
8098
8100
8139
8141
8180
8182
8211
8213
8299
8301
8347
8349
8658
8660
8702
8704
8779
8781
8818
8820
8888
8890
8957
8959
9187
9189
9246
9248
9318
9320
9350
9352
9511
9513
9548
9550
9572
9574
9585
9609
9610
9638
9640
9770
9772
9870
9872
9901
9903
10008
10010
10057
10059
10102
10104
10166
10168
10204
10206
10242
10244
10358
10360
10488
10490
10610
10612
10740
10742
10800
10802
11298
11300
11362
11364
11446
11448
11545
11547
11602
11604
11614
11615
11616
11617
11618
11619
11620
11621
11624
11625
11626
11627
11732
11734
11814
11816
11867
11869
11949
11951
11998
12000
12049
12051
12177
12179
12236
12238
12268
12270
12316
12318
12385
12387
12484
12486
12524
12526
12544
12546
12627
12629
12660
12662
12726
12728
12808
12810
12844
12846
12877
12879
12940
12942
13004
13006
13066
13068
13117
13119
13121
13122
13123
13125
13147
13149
13177
13179
13233
13235
13286
13288
13365
13367
13409
13411
13536
13538
13741
13743
13799
13808
13810
13879
13881
13929
13931
14079
14081
14120
14122
14209
14211
14211
14212
14213
14215
14216
14218
14222
