SHOT_INDEX
1
42
45
108
110
192
194
335
337
474
476
543
545
639
641
718
720
811
813
862
864
901
903
1005
1007
1052
1054
1148
1150
1185
1187
1290
1292
1326
1328
1368
1370
1523
1525
1616
1618
1686
1688
1786
1788
1913
1915
1967
1969
2019
2021
2115
2117
2163
2165
2217
2219
2333
2335
2458
2460
2667
2669
2708
2710
2809
2811
2850
2852
2941
2943
3063
3065
3167
3169
3293
3295
3364
3366
3425
3427
3593
3595
3805
3807
3911
3913
3978
3980
4103
4105
4110
4276
4278
4407
4409
4516
4518
4566
4677
4679
4716
4718
4808
4810
4880
4882
4931
4933
5001
5003
5050
5052
5081
5083
5131
5132
5133
5134
5137
5141
5152
5154
5185
5187
5241
5243
5278
5280
5309
5311
5388
5390
5507
5509
5604
5606
5681
5803
5871
5901
5903
5951
5953
6013
6038
6040
6103
6105
6150
6152
6200
6202
6249
6250
6251
6252
6253
6254
6255
6256
6257
6260
6316
6318
6415
6417
6484
6486
6533
6535
6569
6571
6616
6618
6680
6681
6683
6729
6769
6771
6861
6863
7065
7067
7208
7209
7212
7213
7214
7215
7216
7217
7218
7219
7220
7221
7222
7235
7237
7303
7305
7326
7328
7337
7338
7339
7365
7366
7368
7379
7380
7417
7419
7495
7497
7547
7549
7600
7601
7685
7687
7752
7802
7804
7939
7941
8058
8060
8115
8138
8139
8140
8141
8145
8146
8166
8168
8188
8190
8252
8257
8312
8314
8341
8353
8379
8381
8434
8436
8459
8461
8484
8488
8565
8567
8618
8699
8701
8744
8746
8867
8869
8968
8970
9033
9035
9119
9121
9153
9155
9190
9192
9250
9252
9434
9436
9481
9483
9569
9571
9623
9625
9755
9757
9837
9839
9912
9914
10017
10019
10063
10065
10119
10121
10193
10195
10265
10267
10324
10326
10348
10350
10382
10384
10419
10421
10476
10478
10574
10576
10629
10631
10754
10756
10802
10804
10863
10865
10961
10963
11146
11148
11385
11480
11482
11493
11495
11498
11500
11502
11505
11506
11507
11509
11512
11519
11523
11529
11531
11537
11585
11608
11632
11635
11637
11646
11697
11698
11700
11702
11707
11711
11718
11727
11731
11733
11735
11781
11782
11826
11828
11860
11862
11886
11888
11891
11895
11922
11924
11952
11986
12035
12037
12060
12062
12100
12102
12106
12107
12108
12109
12111
12112
12357
12359
12427
12429
12498
12500
12544
12546
12651
12653
12694
12696
12774
12776
12832
12834
12911
12913
13086
13088
13166
13168
13207
13209
13271
13273
13302
13304
13348
13350
13388
13390
13436
13438
13475
13477
13512
13514
13544
13546
13604
13606
13637
13639
13767
13769
13885
13887
13913
13915
14024
14026
14093
14128
14129
14130
14131
14132
14133
14134
14135
14136
14137
14138
14139
14140
14141
14189
14190
14191
14218
14228
14233
14343
